No Dosen,Nama Dosen,No Judul,Judul,Skalabilitas dan Analitik Data,Penerapan Kecerdasan Buatan,Penerapan Data Besar,Penerapan Information Retrieval,Penerapan Sistem Pakar,Penerapan Penambangan Data,Penerapan Penambangan Teks,Penerapan Intelijen Bisnis,Penerapan Smart Living,Penerapan Komputasi Awan,Penerapan IoT,Penerapan Keamanan Data,Penerapan Keamanan Cyber,Penerapan Virtualisasi Jaringan,Penerapan Teknologi Jaringan,Penerapan Teknologi Nirkabel,Penerapan IT Forensik pada Jaringan,Penerapan Enkripsi,Penerapan Pengenalan Pola,Penerapan Watermarking pada Citra,Penerapan Kompresi Citra,Penerapan Pengolahan Citra,Penerapan Transformasi Citra,Penerapan Filtering Citra,Penerapan Morfologi Citra Digital,Integrasi Sistem dan Arsitektur,Penerapan Manajemen Informasi,Penerapan Sistem Informasi Geografis,Penerapan Global Professional Practice,Penerapan Sistem Peramalan,Penerapan Sistem Pendukung Keputusan,Penerapan Bisnis Elektronik Sistem Informasi,Penerapan Customer Relationship Management,Penerapan Pembelajaran Elektronik pada Sistem Informasi,Computational Thinking,Pengembangan Game,Multimedia,Penerapan Augmented Reality
19,"Deddy Kusbianto PA, Ir., M.Mkom.",432,PERBANDINGAN METODE FTS DAN MA PADA PERAMALAN PERSEDIAAN BERAS,1.1257213573999818e-45,5.4880138735768e-42,1.8579259060736882e-41,1.1171565494153035e-43,2.3776691841936004e-43,1.0028686055727328e-42,3.1091018273663666e-43,2.904567885839516e-45,7.915729399798346e-46,5.761358036627364e-46,2.982762029853582e-46,2.8353134003553853e-44,3.286737501269483e-45,6.265986419056523e-43,1.616363203377214e-45,6.72810080805716e-44,2.738189302476725e-43,2.3575865516404355e-44,6.602901973841176e-42,3.3711920977996335e-42,1.5306824130361513e-41,6.051496651797165e-42,1.129527325161043e-43,5.6886337696193555e-42,4.6412192353922e-43,4.9488589567395395e-46,2.231973176562132e-44,1.770839931644636e-44,2.606764286507323e-45,1.3678112778394704e-37,8.892897384003444e-43,2.885585863476884e-45,1.53679965313896e-45,4.386505281880796e-45,5.423568093856608e-46,3.2280569671807394e-46,5.971889717836273e-45,8.967984817600594e-45
19,"Deddy Kusbianto PA, Ir., M.Mkom.",433,SISTEM PENENTUAN PENERIMA RASKIN MENGGUNAKAN METODE FUZZY ANALITICAL HIERARCHY PROCESS,1.1257213573999818e-45,1.5239674447542776e-41,3.921006515380951e-39,1.981968739914644e-42,1.425059068313286e-40,3.872649362873252e-39,4.928336815307028e-42,8.365889378643343e-44,7.915729399798346e-46,9.016507705302678e-45,5.807631774290454e-45,2.8353134003553853e-44,3.286737501269483e-45,1.78136511580444e-45,1.0106441370927103e-44,9.096388867041068e-45,1.3894330298549685e-44,2.357586551640436e-44,4.637235078615229e-43,8.887375653765618e-44,1.8060731902406744e-42,4.477397630410746e-41,1.129527325161043e-43,1.4996779714905058e-43,2.3550830830506645e-44,4.111018683673061e-44,1.886795383112874e-44,1.1971819607551642e-41,2.606764286507323e-45,1.015180322974821e-40,1.4381929571803763e-31,2.885585863476884e-45,2.058073594904017e-42,4.3865052818807946e-45,5.4235680938566065e-46,3.228056967180739e-46,1.572058755977771e-44,5.607304879566059e-44
19,"Deddy Kusbianto PA, Ir., M.Mkom.",434,PEMANFAATAN RASPBERRY PI PADA PERANGKAT KUNCI PINTAR MENGGUNAKAN KRIPTOGRAFI RSA DAN AES,2.8098411172559225e-98,1.6561624058797237e-100,5.760749932981861e-103,2.2290215765593955e-98,2.893017185583683e-99,7.108600646792471e-101,1.8722956229257294e-100,7.5714076846231e-100,2.189552929682365e-99,3.94778753015185e-99,8.403670116477748e-89,4.9214612693845295e-84,1.6222162860909721e-96,7.51911633752773e-101,5.023017860460823e-98,2.428241678075713e-99,1.3735549601255174e-99,4.186167633247513e-86,5.342746687086084e-99,4.495294948353197e-95,5.162275944056716e-100,4.1744215680598665e-100,1.4155983747572236e-100,9.463558876953037e-101,1.226119334980895e-100,5.547684314657013e-102,1.9343366099625233e-96,3.753697099373632e-100,4.98821178637101e-97,1.6983433254096116e-100,8.783976110054655e-103,5.574232886449199e-100,5.775821326936709e-99,6.259310085032599e-96,3.3879117051049045e-99,1.3740411167876663e-101,4.9696229464510375e-99,9.208716518323684e-97
19,"Deddy Kusbianto PA, Ir., M.Mkom.",435,ANALISIS FAKTOR PENGARUH TERHADAP PENERAPAN M-LEARNING,1.557547986326876e-50,5.971371038817358e-56,3.967969525185445e-51,5.622961589077923e-55,5.990290620193491e-56,9.72337822652058e-53,3.070418347270916e-54,1.1065907038586776e-56,7.080426035201113e-53,1.4332461013424074e-55,5.528479296260918e-54,9.502853628725144e-56,6.551361737647086e-52,1.7507519225789122e-53,7.674801733290544e-54,1.672281150609073e-55,4.5425732178515555e-51,3.916829583393699e-54,2.0216896709877754e-54,5.356971583736632e-52,1.627821220311514e-55,4.000504650286329e-55,6.701530335196704e-57,1.450692298513899e-54,5.052834433700341e-56,4.887112016055936e-57,3.3456347615127794e-54,1.4138440044223558e-54,4.696681810803457e-56,7.414986073781684e-57,2.342624421109775e-53,2.805549114306821e-52,8.569755794079405e-46,1.3874435576560086e-49,7.64158876448596e-52,8.088704202081113e-57,1.8602846476958226e-53,3.7443243775275494e-56
19,"Deddy Kusbianto PA, Ir., M.Mkom.",436,Implementasi Metode VIKOR pada Sistem Pendukung Keputusan Penerima Beasiswa PPA Studi Kasus Politeknik Negeri Malang,5.1065820185919394e-80,4.1443075327178987e-79,2.221485634545042e-70,2.121147189188996e-77,9.204764794006521e-80,1.0671898724875446e-78,5.108260120989608e-78,3.1074647413410173e-81,6.30605094138296e-78,3.1981954237968036e-79,1.403645583828932e-79,5.740380087378315e-80,1.8145127281240694e-76,8.547094921432684e-79,1.4388905192650077e-76,6.85059818267202e-76,4.801449951770854e-79,4.247664351597372e-79,8.12609780454262e-79,1.8363787224222744e-80,1.089950433692271e-77,7.17556919074992e-80,4.538041515620948e-80,5.3969018725818816e-80,3.873659376000905e-80,5.58150233730649e-73,8.445522907304746e-72,1.9491888930611038e-73,3.9969895876298285e-81,1.1982348485434117e-78,1.8041915992979687e-58,2.0511085413069129e-78,3.437812749592616e-76,8.27695980073037e-76,1.3463103088249148e-78,1.713778382759403e-79,2.7345705256084727e-75,7.945412171866306e-76
19,"Deddy Kusbianto PA, Ir., M.Mkom.",437,IMPLEMENTASI ANALISA KERANJANG BELANJA GUNA MENENTUKAN PAKET PRODUK DENGAN ALGORITMA FP-GROWTH,4.807751668749142e-46,5.643496539263372e-43,1.0171695709109131e-33,8.288330817789537e-43,8.511263001147841e-45,2.9403334676534865e-37,4.271737222870679e-42,3.3609598562114623e-40,1.5916919851659752e-43,7.789353132264266e-47,1.273883544292946e-46,1.9505692460872757e-42,1.765916542798022e-43,1.615740424298778e-43,1.578702057078719e-42,2.7518795439322295e-45,1.4978200699327143e-45,1.794703705523975e-43,1.3379346874006012e-43,2.267093285602513e-44,3.9144910364334623e-41,3.8545999154406265e-44,5.7013141203306e-43,3.552132743111434e-43,5.3112876035948926e-45,5.081453371130989e-47,4.991606560009704e-44,1.0518203676884036e-43,5.87544831590916e-44,9.452452395742228e-42,6.7100668099044345e-43,6.264003669374826e-44,7.442549695147564e-45,7.417370811845752e-45,2.316307528714301e-46,2.5523795334895312e-46,8.539477422256969e-46,2.0293352630958095e-43
19,"Deddy Kusbianto PA, Ir., M.Mkom.",438,PENGEMBANGAN GAME 2D “MOOTEE” MENGGUNAKAN METODE AHP,1.6482460838395905e-38,3.247648274633444e-33,9.910357258392137e-36,1.646768467328556e-36,2.411173350468126e-35,5.43842591742167e-37,7.642826979129453e-37,4.541680673621996e-38,6.22709168958181e-37,6.178836042673047e-37,3.633605105504297e-38,2.8927106980137965e-36,5.302040481718161e-38,3.5506852243559237e-38,3.217418843065854e-38,9.120361829640206e-37,3.3958923207914444e-36,2.7109422966004947e-36,2.0436489401450476e-37,1.930793350572316e-36,4.424642397648665e-36,2.0436710906746372e-36,1.1369769392896438e-35,2.9158737107464363e-36,4.4184168767365115e-37,8.166277655428054e-37,1.6507879623601776e-36,2.891852865174363e-35,2.819341068921592e-36,1.7107620386583364e-35,3.204739022456054e-33,3.2178840868483557e-37,4.564717209612382e-37,3.466263154167514e-36,3.8131213226135604e-36,7.416807291930599e-31,1.5421641704419387e-33,6.3407574033127e-35
19,"Deddy Kusbianto PA, Ir., M.Mkom.",439,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN SISWA BERPRESTASI GUNA MEMONITORING KEGIATAN SISWA DI SEKOLAH,6.845652881639733e-59,5.2232604139028175e-59,2.31461536583727e-52,8.939050880300715e-59,9.702868045148043e-58,4.265239588190266e-55,7.785006570580627e-57,2.7984624594433777e-60,4.3567997782052006e-60,3.273092320155982e-58,1.006355933344462e-59,1.2345254679317024e-59,2.2577804660638615e-58,4.169656952272645e-59,2.4667788424302838e-57,2.6790234893919495e-57,6.278971390272221e-61,2.684913168532275e-60,1.4516862931973762e-58,3.818131161075897e-61,4.06652354253226e-60,1.7782686386498072e-59,1.5366365539864356e-60,1.1595602733972077e-60,1.234426539175018e-60,2.251576626207373e-57,3.812095232668483e-57,1.9525545842100102e-56,1.2376249611818695e-56,5.1809148692492275e-59,4.00508982386099e-44,2.040860995357442e-59,2.0537586474201724e-58,1.922700835250237e-54,2.5908914114213127e-53,1.4121549186972083e-57,2.218583657464813e-54,1.0737034394141098e-57
19,"Deddy Kusbianto PA, Ir., M.Mkom.",440,SISTEM INFORMASI PELAPORAN PENGOLAHAN KEUANGAN DESA MENGGUNAKAN TEKNOLOGI WEB SERVICE,1.3593018480154135e-27,7.161249938483602e-28,2.7386157132979582e-27,1.216752016084113e-26,4.136641647329864e-27,6.784896466165946e-28,2.632239569848755e-27,8.117994263470935e-27,2.736450602562527e-25,3.5488382799954878e-25,1.7168091574753782e-26,1.4559072596162416e-25,1.0941285157227404e-26,1.1335207524976118e-25,7.693954723537189e-25,5.537988636562259e-25,9.060392965591136e-28,2.709710227122911e-26,1.0101621436437045e-28,1.0441233634311429e-27,1.785326766563749e-27,5.923338737219938e-26,1.833560023800893e-26,1.9245636687606517e-27,9.138279407278596e-26,2.983064385127415e-25,9.603332781417171e-25,3.332565506743306e-25,5.544430561797538e-27,3.2736006080442145e-27,4.952747760138944e-28,8.075483971052696e-25,2.2050265820157738e-26,4.745199099865977e-26,1.8414888496910405e-27,2.8171122321264044e-28,6.548162147010702e-27,7.433379748118314e-26
19,"Deddy Kusbianto PA, Ir., M.Mkom.",441,IMPLEMENTASI JST DENGAN METODE BACKPROPAGATION UNTUK MEMPREDIKSI PEMILIHAN JURUSAN SMA,2.3091912706673366e-24,7.328373016293086e-23,1.0870973803823983e-18,5.158018572459625e-23,7.910135377432252e-23,1.2082715114170572e-21,1.6847592009950935e-22,5.38940431387321e-24,4.4250440484903785e-24,3.5258963647431716e-24,6.184643998198191e-24,9.391355313861442e-23,9.016845712905947e-24,1.7812120570518597e-23,4.779869737403781e-23,3.415386927067509e-23,1.1787421388306132e-23,6.444236083089248e-23,1.7807002423327594e-22,4.1035640705146866e-23,1.0379047725000023e-22,2.260648024796175e-22,1.4183634305627632e-22,5.959755766678643e-23,1.0433259591646801e-22,8.88733160283082e-24,3.4180201169683454e-22,1.3737077421825316e-22,8.966352085252254e-23,5.957662147252098e-21,2.926869942499235e-20,4.292060578986363e-23,1.0461022061409706e-23,5.611642593479485e-22,4.656054591838109e-23,7.17776840924049e-24,2.8967586933333804e-23,9.775795879009474e-23
19,"Deddy Kusbianto PA, Ir., M.Mkom.",442,IMPLEMENTASI METODE ANALYTICAL HIERARCHY PROCESS DAN WEIGHTED SUM MODEL PADA SISTEM PENYELEKSIAN BAND UNDANGAN PADA FESTIVAL MUSIK KABUPATEN PONOROGO,2.696542160796759e-45,4.4460700715972925e-45,1.741031967421358e-44,1.8360253528673443e-43,1.1243478043887208e-44,7.584182477518328e-45,5.710030508901023e-43,1.5112452837438117e-43,2.3580399328748733e-44,4.1886505238467167e-45,4.547079668341657e-46,1.293807243029307e-44,2.0735386885941074e-44,2.0168118359619902e-45,7.845000877351243e-46,1.92200671884299e-44,6.452793198886652e-45,5.492299872017976e-45,2.4320389747218876e-45,1.4668820555546478e-44,1.7967785682802563e-44,1.0078303198528428e-44,7.92391131632953e-45,1.876408088339733e-43,7.461988826674894e-45,5.954654154912716e-44,3.2013143222909686e-45,2.7694351290757067e-43,3.2932031619587317e-44,9.070064909955569e-44,1.8390921584713518e-38,6.056984423963992e-45,3.672046624888801e-44,2.0032879607564033e-44,3.528320063179538e-45,1.4340235415779937e-45,6.290596536970953e-45,4.440295040829955e-45
19,"Deddy Kusbianto PA, Ir., M.Mkom.",443,PENERAPAN ALGORITMA K-MEANS CLUSTERING UNTUK MENENTUKAN PEMBAGIAN KELAS SISWA BARU,2.2426408754397558e-60,8.600747153176112e-56,1.6416892410982632e-45,8.200893641218418e-55,1.4997515559779514e-58,3.081318672906173e-50,1.2974324110350944e-54,5.242884027391041e-59,1.8349862432343622e-59,1.2815031912910533e-60,2.9339195263423797e-58,7.816435721930633e-58,6.53810172110307e-58,1.1805726950917724e-57,7.344846236373735e-59,7.387191782126447e-60,6.278971390272221e-61,3.8017715956686245e-58,1.2233765212685413e-56,7.153220444800944e-60,2.987017710570664e-56,1.2621987890940597e-58,7.48445999692972e-58,1.3992796667853165e-58,1.0423815322880825e-56,5.866849535402818e-60,1.2493783661108916e-58,2.4883836331019675e-55,1.0885963709435458e-56,1.1391917320672007e-57,5.27167984151737e-55,7.161611732429652e-59,7.581473622722764e-58,3.6832130637403974e-54,2.3656642928283495e-56,1.4851178622196352e-57,4.888815952670145e-55,6.464125627463347e-55
19,"Deddy Kusbianto PA, Ir., M.Mkom.",444,IDENTIFIKASI KUALITAS IKAN BANDENG BERDASARKAN WARNA MATA IKAN MENGGUNAKAN METODE BACKPROPAGATION,3.586389588542655e-67,6.444206952149616e-66,3.1495822332830724e-62,8.179531132949471e-65,7.837327192549884e-63,2.445815380153532e-65,6.381032324797526e-65,7.597598483486832e-67,9.253794298105926e-68,9.988669311536718e-69,1.2949016208501518e-63,3.957646991216664e-66,7.82944472579997e-67,2.249444356444451e-67,1.8071964568977188e-66,9.359264961647935e-66,9.316973904980113e-64,5.841847227485088e-65,1.514823713784475e-60,8.667358618899367e-66,1.9968167110365468e-62,3.1317047173660435e-62,1.9049811317827143e-59,1.1751261993788958e-62,6.769410101535142e-59,3.4690974549707554e-67,4.704357692118413e-66,4.813321584184124e-65,6.138385827619004e-66,5.84272506451108e-63,1.3766593100211983e-64,3.084413503954886e-67,2.291829218159878e-62,2.9442111822504807e-63,7.341577076675239e-65,1.5118887434220786e-66,5.133757505792119e-62,9.831294339735538e-61
19,"Deddy Kusbianto PA, Ir., M.Mkom.",445,PREDIKSI DISKALKULIA MENGGUNAKAN JARINGAN SYARAF TIRUAN BACKPROPAGATION,5.774455532568971e-21,1.31394571357157e-20,1.100962256616831e-18,1.2841402499362865e-20,1.637370782933813e-20,2.7570490160098835e-18,8.024170810844143e-20,1.0343376638955509e-20,2.855407985082162e-20,5.906006738255227e-21,1.6274490672081174e-20,9.013738231474782e-20,2.1972260851085174e-19,3.1330458262565124e-19,8.872611173682932e-19,1.126004066840818e-19,4.062996227129409e-19,2.4545336798230196e-20,1.4285424306410409e-15,8.612778079503673e-21,3.2033571822148694e-20,1.9376700276789347e-20,1.668023883859195e-20,3.102168106917917e-20,6.138188288089623e-20,2.2639326713087244e-21,2.034561679565689e-20,3.701589959754639e-20,2.7396910203720545e-19,4.132927195669715e-18,5.972670903678208e-21,9.296748055348131e-21,3.982349100600804e-21,8.945017058208252e-20,1.1032338003494659e-20,2.6779701204845277e-21,1.4933038658036194e-18,1.1253513170310258e-19
19,"Deddy Kusbianto PA, Ir., M.Mkom.",446,IMPLEMENTASI SISTEM PAKAR FORWARD CHAINING UNTUK IDENTIFIKASI DAN TINDAKAN PERAWATAN JERAWAT WAJAH,1.0306811207045206e-31,1.6718393233391977e-31,1.69864832214719e-31,1.373325169631734e-31,7.26906775214068e-26,1.522492877279831e-31,5.236996098105517e-31,1.6728605618650282e-31,1.4140001633859733e-31,3.063119205138479e-32,7.255120318565956e-31,3.1630481478684486e-31,3.652852870924091e-31,1.6671684583838902e-31,1.5086355227040388e-31,1.4708681196201112e-31,1.687702555945098e-30,1.110019942072514e-31,5.474657592052195e-31,2.931540405327837e-31,4.214770106923968e-31,8.012069842384238e-31,2.093598318339017e-30,5.7117887048542325e-31,1.0800298713736068e-30,2.304030723562988e-32,4.265579959417265e-31,1.6305254907537797e-30,5.518858517970943e-31,1.0699730305586656e-30,4.1418502168810536e-32,5.816660600912057e-31,3.6326447241558384e-32,1.3888496947405188e-31,1.0911025131412085e-31,3.0143648589096604e-32,6.497060384177185e-32,9.703516709846362e-31
19,"Deddy Kusbianto PA, Ir., M.Mkom.",447,PENGEMBANGAN SISTEM INFORMASI STOK GUDANG PERKEBUNAN KELAPA SAWIT DENGAN PERAMALAN MENGGUNAKAN METODE DOUBLE EXPONENTIAL SMOOTHING STUDI KASUS PTP MITRA OGAN SUMATERA SELATAN,3.640077111698993e-110,2.3908854433195728e-107,1.6117013667034716e-102,7.603035856361332e-107,9.930404251376798e-106,8.002707723758898e-109,2.4649200870706747e-107,5.1983552131755e-110,5.197542759557461e-104,1.4758345373334205e-107,2.1683573834544486e-109,4.080921869446014e-109,1.1559173269839971e-107,1.3305748290981545e-109,1.7003574483817881e-106,4.881442865662208e-106,4.933657688344391e-107,1.8714276223904387e-108,6.861238356645722e-107,8.243530019736295e-110,1.0516134893149992e-106,5.382789019825817e-108,2.5776143994950676e-107,1.8414054901958754e-107,3.126652416015226e-109,1.437892047503254e-105,4.6206126416901004e-102,7.664145005180808e-107,4.719405340094086e-109,6.170112197840727e-94,1.9882350587980247e-104,5.506673930014015e-107,1.360629075872948e-106,1.138379634541199e-106,7.317291628844735e-109,8.641519274178908e-107,5.876614296186507e-106,2.416158431107664e-106
19,"Deddy Kusbianto PA, Ir., M.Mkom.",448,IMPLEMENTASI PENGOLAHAN CITRA UNTUK MENGHITUNG RESISTANSI RESISTOR MENGGUNAKAN METODE BACK PROPAGATION,2.4133104831263017e-31,1.3400235590525625e-29,2.268914346976806e-29,6.410265281446957e-30,8.729852834590262e-29,1.0800630973653904e-29,4.4456704702783297e-29,7.1015256492067516e-31,2.728173531122186e-29,2.1247386867116338e-31,1.5803683738172537e-31,3.370940608568406e-29,8.553050938482365e-31,8.4074332551213e-30,6.404367527104238e-31,3.2648001403343626e-30,4.935890229304366e-30,5.94558242466355e-28,1.8773914558821931e-28,5.134742403721896e-25,9.675911892239739e-26,2.2281392420327466e-23,5.670094707305578e-23,7.20302399673103e-25,9.437128494595079e-23,2.243909812827808e-31,1.0852485520500519e-29,3.034418432697044e-29,5.518858517970943e-31,7.205760888092125e-28,3.7676008609412574e-29,1.2811744593405997e-30,8.063169530294974e-31,1.8512418572742295e-30,2.554785452294456e-31,1.2796397888503176e-31,8.956138704237314e-28,4.272338897449314e-30
19,"Deddy Kusbianto PA, Ir., M.Mkom.",449,APLIKASI PERAMALAN PENJUALAN DI KOPERASI PESANTREN LATAHZAN PONDOK PESANTREN AL–QU’RAN AL–ASROR KABUPATEN TULUNGAGUNG MENGGUNAKAN METODE SINGLE MOVING AVERAGE,1.922608655031535e-49,1.3554066686344449e-47,2.6746040008804902e-46,2.5449730396309024e-46,1.2680820768548957e-47,4.100782319445336e-47,2.53850282241396e-47,1.7465030214964006e-48,8.423242055584324e-48,1.9382912996617588e-48,1.6059653824972098e-49,2.2560600805007848e-46,1.4084855145950543e-48,3.842573319334309e-49,1.8461177686869434e-48,3.7561627565948697e-48,1.6028466499844755e-48,1.597646648150252e-47,6.123631921799307e-49,5.929057974936256e-48,2.511663517225462e-47,1.2653083516308714e-47,2.3276455291306936e-47,1.8387852830672936e-48,2.1923045704592075e-48,2.307338568225143e-46,7.947934288202336e-49,1.941944584347915e-42,6.833841280154066e-49,2.9119695054721358e-40,3.279495721615405e-48,1.1668174015211515e-47,3.367589754109044e-48,4.133901372749601e-48,2.069248317539943e-46,3.115840118810217e-49,2.3490270128711997e-48,6.021677131911734e-48
19,"Deddy Kusbianto PA, Ir., M.Mkom.",450,SISTEM INFORMASI PENILAIN KINERJA KARYAWAN TERBAIK MENGGUNAKAN METODE AHP Studi Kasus PT SBJU Santosa Barajaya Utama Kota Balikpapan,1.0771535407016157e-38,1.595047543655771e-37,6.306155919818318e-33,1.3504643611495465e-34,2.1544103304008355e-37,8.844124381866644e-36,1.1289409046508455e-36,1.212706105333307e-37,3.3091817787125365e-35,4.0893568542955286e-36,4.734140729151607e-38,5.921241065302066e-37,2.2361586226912e-36,2.0337573873392465e-35,3.0162819424326343e-35,8.76765715537094e-36,9.701075254054537e-37,5.146027371972898e-37,2.883932991572212e-37,3.69115140768728e-37,8.31433858586456e-36,2.1660191265158783e-36,2.4622769839791724e-36,2.5756017420535347e-36,5.502506656659951e-37,1.5510585683768457e-36,3.996838664529511e-34,2.5893995804680495e-34,3.7929359719000515e-38,3.077690585471799e-36,5.2142984866777675e-30,4.372479677464957e-35,3.734067088365669e-34,7.085783269933674e-36,1.1171382981598231e-36,2.828106372982491e-38,5.675531847858752e-37,2.1316559913998737e-35
19,"Deddy Kusbianto PA, Ir., M.Mkom.",451,SISTEM INFORMASI GEOGRAFIS PEMETAAN DAERAH GIZI BURUK DI KABUPATEN LUMAJANG,3.2836047891456914e-53,2.7066292026311003e-53,3.9137610799911442e-53,1.5707071535829228e-53,8.839821326364552e-51,1.045050090499922e-51,2.8843703491126564e-53,4.375770636959012e-53,2.4740241063428727e-50,3.8012627703006007e-53,5.534263912403111e-54,3.062551591724622e-52,6.035868225125527e-52,2.1052408889573974e-53,1.9128388863103985e-53,3.939401087070566e-52,1.0116643918777033e-52,1.0822327552847903e-53,2.154235952507338e-54,8.294937160999539e-54,7.296438747562703e-53,4.97008524634648e-53,2.922650038296439e-53,2.2545715690311944e-53,2.241214677370074e-52,1.6553102768359716e-53,5.103940609223303e-53,8.720472438967309e-42,1.791546204774452e-52,2.228053959811301e-52,7.146422761828006e-51,1.5095175982196134e-51,3.0226657130946206e-54,1.1111690032300203e-52,1.943566430373193e-52,3.819231648160254e-54,3.0698598995111605e-52,3.1973854201740623e-51
19,"Deddy Kusbianto PA, Ir., M.Mkom.",452,SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN PESERTA PROGRAM TF SCALE PADA JTI MENGGUNAKAN METODE AHP,3.334201970271112e-27,3.815035061731146e-26,3.889390255183355e-23,1.703896043793598e-26,7.230063083884816e-26,4.246720908836253e-25,8.796129563128715e-26,1.3629290033383923e-27,1.2231358107847857e-26,2.51370051420987e-27,1.6459228930453553e-27,1.8609808950489223e-26,2.2449962966373928e-27,3.5605044129357605e-27,8.051016816132978e-27,3.770344173795225e-26,2.715106321555242e-27,1.2028479616096346e-26,1.0082641415474863e-26,8.804001139337923e-27,2.4502685395718725e-26,3.2172255421151e-26,6.730792592450169e-26,1.351584222544285e-26,4.8769391649928275e-27,4.054863757800224e-27,6.110886217108727e-25,4.271547051853385e-25,2.1051649719627454e-27,8.550978735207869e-26,1.1896156264771772e-18,8.672820268733627e-27,1.194031708094325e-26,6.341482303042481e-26,1.914490287202257e-27,2.7712672735365864e-28,1.2668312131092473e-26,4.155610264002016e-26
19,"Deddy Kusbianto PA, Ir., M.Mkom.",453,Pengembangan Model Pembelajaran Pemasaran Internasional Berbasis Web Modular Di Jurusan Administrasi Niaga Politeknik Negeri Malang,4.327553438754721e-45,8.626461627990951e-45,4.361731283909295e-45,1.2703958178138519e-42,6.605916866342348e-44,5.449230886987897e-45,7.877733798665782e-43,2.7260651661688586e-43,1.3279057496065137e-44,6.265677640812009e-42,1.4646879933925806e-41,1.305265635820138e-43,2.2678007924054866e-42,5.316412346300042e-43,2.371673456785645e-44,4.545851160844565e-43,5.0871253051042384e-45,2.738475175177987e-44,5.431629113792905e-46,3.545208393018535e-45,3.214979846094011e-45,3.650545948799851e-45,1.3108136036980154e-44,4.383638415786401e-46,9.040157828356231e-45,1.3677584327759031e-40,1.950074018350897e-40,1.378266042932294e-40,7.965457730080936e-42,1.5718038448361976e-44,2.5242664574879608e-42,3.2138094063277943e-42,4.087784053503343e-42,3.296874755230602e-38,5.290200447829562e-42,4.031789946435944e-41,9.03378597929594e-38,3.7285896010731587e-41
19,"Deddy Kusbianto PA, Ir., M.Mkom.",454,PENGEMBANGAN SISTEM INFORMASI ADMIN UKM SEBAGAI BACKEND PADA E-COMMERCE BERBASIS WEB,1.2948964005751304e-23,2.5263132874145533e-22,6.011837480215223e-24,6.108226382674164e-22,2.2357954393108586e-22,6.79434293231939e-24,8.029336994811385e-23,2.2871777795614825e-23,2.6286748303142345e-22,1.0986195398989743e-21,9.07936863296353e-22,2.0437394893300318e-20,8.20679054905817e-23,5.758995970099826e-22,1.3005739902942112e-21,3.4994742286172713e-22,3.2470082324376457e-23,5.708858216188702e-22,1.4948839875715062e-24,5.938946487733158e-23,1.8571252933777347e-23,4.635183527435227e-24,7.790103651088808e-23,1.929516243874807e-23,2.5591691076592947e-23,2.1246236620842068e-21,1.502117260623835e-21,2.5990337961105945e-20,5.881178374876686e-23,1.0385819541388541e-22,6.646385229335244e-23,2.0245065180772244e-20,1.1116654594905357e-20,4.591770309121899e-20,3.310943855078273e-23,3.2091595217292322e-21,6.796359802423712e-21,1.0706527375068283e-20
19,"Deddy Kusbianto PA, Ir., M.Mkom.",455,PENGGUNAAN DSS AHP SAW DAN SMART UNTUK MENENTUKAN PRIORITAS PEMBANGUNAN DI KOTA MALANG,2.693572984421157e-35,9.75955224949655e-35,1.4969814985366493e-34,6.071019963518228e-34,4.172189687413335e-34,1.7775450516404667e-33,8.115506432049361e-34,4.230504978885584e-35,5.342221325157252e-31,1.7061270392945766e-34,4.460135154923486e-33,9.033805104872628e-34,8.508748216396779e-34,3.4330189210152465e-34,2.114264473902058e-34,1.3520690858228661e-34,1.8252076637163045e-35,2.1893007374781256e-34,3.2735411879368154e-35,4.2669661869783273e-35,2.3266471477579224e-34,1.586565207064822e-34,1.0781803497818493e-34,3.7582941792217743e-35,8.256144876456374e-35,5.496818681336116e-35,4.92010494820321e-33,1.1842658789131735e-31,1.4468129456373757e-34,9.910244424239912e-34,1.1724931514181098e-28,1.153975486467749e-33,9.428094467336875e-34,8.435231388104078e-34,9.986460028937972e-34,7.004202930175085e-35,2.5639368222924228e-34,2.5773212083937347e-33
19,"Deddy Kusbianto PA, Ir., M.Mkom.",456,Perangcangan Sistem Informasi Simpan Pinjam Perhitungan dan Distribusi SHU,2.2095641492504788e-17,5.628228460191636e-17,4.956352656085147e-17,5.828527076403089e-17,7.16738791304516e-17,6.004918136853473e-17,5.731440549875546e-17,1.5328204817915895e-16,2.0384162424398571e-16,1.7984251716592522e-16,3.5760960563551366e-17,3.9045933573132357e-16,9.505790061946795e-17,1.4258001683703599e-15,1.9855566623817774e-16,5.279117365736734e-17,1.019784317898247e-16,5.240075194187688e-17,1.0145890118498556e-17,4.0144345866163337e-17,1.356904214271918e-16,8.100143422460741e-17,2.5072700067595773e-16,6.264948663236177e-17,3.1723797362792306e-16,1.0446927655149672e-17,3.654490279695233e-17,3.056542506710295e-16,1.1684140180618077e-16,2.5758315951791173e-16,4.2523037332737703e-16,4.2675108036432266e-17,1.9059498220456483e-17,5.861378302646839e-17,5.139665952922355e-17,1.1949297211262643e-17,3.50859226404025e-17,9.169669030768077e-17
