No Dosen,Nama Dosen,No Judul,Judul,Skalabilitas dan Analitik Data,Penerapan Kecerdasan Buatan,Penerapan Data Besar,Penerapan Information Retrieval,Penerapan Sistem Pakar,Penerapan Penambangan Data,Penerapan Penambangan Teks,Penerapan Intelijen Bisnis,Penerapan Smart Living,Penerapan Komputasi Awan,Penerapan IoT,Penerapan Keamanan Data,Penerapan Keamanan Cyber,Penerapan Virtualisasi Jaringan,Penerapan Teknologi Jaringan,Penerapan Teknologi Nirkabel,Penerapan IT Forensik pada Jaringan,Penerapan Enkripsi,Penerapan Pengenalan Pola,Penerapan Watermarking pada Citra,Penerapan Kompresi Citra,Penerapan Pengolahan Citra,Penerapan Transformasi Citra,Penerapan Filtering Citra,Penerapan Morfologi Citra Digital,Integrasi Sistem dan Arsitektur,Penerapan Manajemen Informasi,Penerapan Sistem Informasi Geografis,Penerapan Global Professional Practice,Penerapan Sistem Peramalan,Penerapan Sistem Pendukung Keputusan,Penerapan Bisnis Elektronik Sistem Informasi,Penerapan Customer Relationship Management,Penerapan Pembelajaran Elektronik pada Sistem Informasi,Computational Thinking,Pengembangan Game,Multimedia,Penerapan Augmented Reality
44,"Meyti Eka Apriyani ST., MT.",1230,PERAMALAN PEKERJAAN PERTAMA PADA MAHASISWA MENGGUNAKAN METODE BACKPROPAGATION DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,1.6729199926854606e-81,1.3392029436302469e-79,1.0100080567396437e-72,2.887388438311831e-77,9.204764794006523e-80,8.810904033101732e-78,9.48902009052513e-78,3.1074647413410177e-81,6.398630417378569e-81,1.871660819011831e-77,3.028988362782753e-77,1.608489972313796e-78,3.059422681712589e-78,3.428274585641652e-76,3.940983487273799e-76,6.938979770537564e-76,5.841413283618748e-81,4.869123619512717e-81,6.167918593640228e-76,3.309882395345109e-79,1.3260267223047312e-79,3.3267397874951134e-75,3.0713574995787826e-79,5.396901872581883e-80,3.1246103138923402e-77,1.908271277696526e-75,2.5748305414949156e-70,7.314257448777428e-77,9.001990544591576e-79,4.989297137485206e-74,4.6198617909491354e-73,7.673764120520044e-76,2.757902702538077e-79,1.8926945868392102e-72,1.729336910390552e-74,1.609416416731776e-78,1.853822307375362e-75,8.315228261559351e-74
44,"Meyti Eka Apriyani ST., MT.",1231,ANALISIS RESPONSE METRICS TERHADAP ARSITEKTUR MONOLITHIC DAN MICROSERVICES DALAM IMPLEMENTASI APLIKASI KOMPEN,2.8744875304340815e-43,5.410426939931959e-44,2.9119774591685815e-42,1.3476911811653146e-42,5.792474170184339e-44,4.7772987498556855e-42,2.7294509052469247e-43,2.693885917870563e-45,8.549067783428985e-42,5.49953739428173e-41,6.310169324863631e-44,3.69728893408933e-43,1.3624621716850946e-42,1.6375729873929794e-41,2.2101344178512547e-43,1.6817120051242609e-44,2.2968450143963548e-39,5.4688326096223023e-42,1.3860220831135992e-45,4.30475649438155e-42,2.051696408103715e-43,3.564142700392451e-44,9.12310347437825e-44,1.8927756626010581e-44,1.7113902825163055e-44,6.241357400187647e-42,1.9596482818115495e-41,7.216989621468227e-42,2.606764286507323e-45,1.469104453768051e-44,1.1763032670471985e-42,2.8837397721494825e-42,1.428475142075702e-41,1.6536453483489226e-41,4.3565315094783974e-42,2.6765506844622897e-44,1.70953493396213e-42,3.944741443279013e-43
44,"Meyti Eka Apriyani ST., MT.",1232,PREDIKSI PRODUKSI ES BALOK DENGAN MENGGUNAKAN METODE SINGLE EXPONENTIAL SMOOTHING Studi Kasus PT Panca Wira Usaha Unit Pabrik Es Kasri Pandaan,1.6108236043601836e-48,2.0295079001633815e-48,3.578345385801124e-43,1.545648569150176e-46,2.5685427761083903e-48,1.885689209021231e-46,6.440874655117803e-47,1.961340370324063e-48,8.318034105685563e-48,3.382449134511335e-48,1.6344907283870147e-49,8.800473837161534e-48,8.626081053352681e-48,1.0028542793487723e-47,1.7971109944403807e-45,2.5044808588891136e-47,1.72392135799808e-47,2.0320640169806994e-48,4.02950864135044e-47,8.586048134862915e-49,3.845722736787647e-47,2.4108741066854765e-48,4.543247868443918e-48,3.2107354581296093e-47,1.4440249870932232e-48,5.243407612504085e-47,1.581283311955807e-43,6.636464860341321e-47,1.8154715994810165e-48,1.3139196920481764e-40,3.1008575263881e-45,6.588652612304626e-46,1.2933576944470536e-45,5.55843624617898e-48,2.2143669220783808e-49,3.1833605620791805e-49,1.6828880643988713e-47,4.923952339200283e-47
44,"Meyti Eka Apriyani ST., MT.",1233,GAME PETUALANGAN 2D MENGGUNAKAN METODE FINITE-STATE MACHINE,1.3171285987295457e-37,1.5118208348986317e-29,7.64252653911696e-37,3.111596564673074e-37,4.555952377642947e-36,2.2840085828197942e-35,5.274546033488952e-35,4.541680673621996e-38,1.6188799291131796e-38,1.544659094267866e-39,6.86575762651403e-39,5.465825250546878e-37,5.302040481718161e-38,2.8373852059703497e-37,3.217418843065854e-38,1.723307623428029e-37,2.6187953177623295e-37,5.122370815619789e-37,4.425922324514065e-36,1.930793350572316e-36,4.424642397648665e-36,2.0436710906746372e-36,2.1483369451120953e-36,2.9158737107464363e-36,9.568947733440096e-36,1.0537928247681629e-38,6.871104339401458e-38,2.2300974317148123e-36,5.327192109118257e-37,3.2325134881277405e-36,1.3700889276177314e-36,6.080245807959472e-38,3.520152857101229e-38,9.011371807317807e-38,2.940547968667277e-37,4.631941883196953e-34,6.583057612978755e-36,4.8897739475402015e-36
44,"Meyti Eka Apriyani ST., MT.",1234,SISTEM PENENTUAN PENERIMA RASKIN MENGGUNAKAN METODE FUZZY ANALITICAL HIERARCHY PROCESS,1.1257213573999818e-45,1.5239674447542776e-41,3.921006515380951e-39,1.981968739914644e-42,1.425059068313286e-40,3.872649362873252e-39,4.928336815307028e-42,8.365889378643343e-44,7.915729399798346e-46,9.016507705302678e-45,5.807631774290454e-45,2.8353134003553853e-44,3.286737501269483e-45,1.78136511580444e-45,1.0106441370927103e-44,9.096388867041068e-45,1.3894330298549685e-44,2.357586551640436e-44,4.637235078615229e-43,8.887375653765618e-44,1.8060731902406744e-42,4.477397630410746e-41,1.129527325161043e-43,1.4996779714905058e-43,2.3550830830506645e-44,4.111018683673061e-44,1.886795383112874e-44,1.1971819607551642e-41,2.606764286507323e-45,1.015180322974821e-40,1.4381929571803763e-31,2.885585863476884e-45,2.058073594904017e-42,4.3865052818807946e-45,5.4235680938566065e-46,3.228056967180739e-46,1.572058755977771e-44,5.607304879566059e-44
44,"Meyti Eka Apriyani ST., MT.",1235,Aplikasi Akses Pengawasan Browser Berbasis Android,4.245144733466046e-38,1.266218021224947e-35,4.6167875001211605e-38,4.340536570721949e-35,7.153031188471929e-36,1.197769490110626e-37,8.51607336980963e-37,3.910919681874549e-36,7.237114931984077e-37,1.308341545063413e-34,1.9426146942181838e-34,1.2934680369504152e-34,1.2687506764277816e-35,1.877548930289222e-36,4.5654192492390605e-37,1.4230080168544443e-36,3.019240928285188e-36,3.114871354461053e-35,1.0193549787387182e-38,5.37791206183967e-36,4.966689563952982e-36,5.975922713817459e-38,5.180438450450539e-36,8.523253829824388e-39,1.0989852257295079e-36,2.6729611901830605e-37,1.660506275130403e-36,2.0798622379122723e-34,3.8442262181374675e-37,2.79404615102311e-36,2.385094390427807e-37,4.681715885528838e-36,9.944904359514525e-36,3.366715669989482e-35,5.262239337317782e-37,4.0665687781694163e-35,3.93728693127788e-34,4.6618391909002615e-30
44,"Meyti Eka Apriyani ST., MT.",1236,IMPLEMENTASI METODE TIME SERIES UNTUK MERAMALKAN PENJUALAN DAN PRODUKSI STUDI KASUS TOKO GERAI PRINT DI SIDOARJO,2.4494372505193908e-74,1.3427599073312184e-72,5.898603941826509e-64,5.330910314912129e-71,1.763763871260378e-72,1.2523643320348842e-67,3.195060381506588e-70,2.961790185024929e-73,2.3925897314075317e-71,1.17658500847242e-72,1.447795004589999e-72,7.133654275245745e-71,7.198359465964186e-70,4.1863491955705457e-73,5.313533919818941e-70,2.2509606735017416e-70,9.04974502691949e-72,1.0576351153917064e-70,2.72098155123323e-69,3.9895554824253426e-73,1.955664708229577e-70,1.2539555173778853e-72,8.631258429335445e-73,1.0493375637237165e-72,7.267447201684486e-73,1.5997059619312864e-68,5.825890566907034e-69,7.618076601603331e-69,5.815763881951795e-74,3.8345554783521935e-61,3.837017833071679e-69,3.028089295433232e-67,3.351684174490202e-67,1.0828735790922433e-71,2.0706130462711246e-74,1.6885058609019933e-73,1.8757957962018694e-70,9.22996661615132e-71
44,"Meyti Eka Apriyani ST., MT.",1237,Pengembangan Sistem Keamanan Informasi Menggunakan Metode Kriptografi 3des dan Steganografi Random Byte Position Encoding pada Audio,6.034820176272411e-28,1.4749333985603583e-26,2.2162857559526164e-26,2.7367378097338826e-26,4.1571402103371317e-26,1.2410597411049499e-26,6.618489893009233e-27,1.3629290033383923e-27,1.317933790616565e-26,8.459892323015995e-28,1.0489515403895282e-26,3.4394371573802394e-23,4.9593861250302424e-26,6.924307264851509e-27,1.2761348962086927e-26,3.132982475430992e-26,2.942423556977971e-25,1.0891404047640757e-22,1.4399526932332775e-27,1.408631601754107e-23,8.758861475526088e-25,4.002494380862405e-26,4.0395084687957157e-25,1.3515842225442852e-26,4.876939164992827e-27,9.765583848512237e-27,2.5968741354493934e-26,2.0819208173596008e-26,4.84295869134834e-27,3.575654341803964e-26,1.5069968112939553e-26,3.461002183210099e-26,2.9495969137069262e-27,3.0955168699813756e-26,2.8009380745314703e-27,1.1089331334508646e-26,1.2418412462991659e-26,1.5256086686155126e-26
44,"Meyti Eka Apriyani ST., MT.",1238,Rancang Bangun Sistem Aplikasi Tanggap Cepat Pengaduan Infrastruktur Berbasis Android pada Dinas Pekerjaan Umum dan Penataan Ruang Kota Malang,1.372689083187464e-102,5.372929867590289e-101,8.873986834074413e-104,7.84969518899748e-95,1.1231591900728023e-100,7.190919837217942e-101,2.708222712537838e-98,4.546299187842944e-102,3.6390690129083e-92,1.7831882204937554e-94,3.31644796581795e-94,2.6624491463070045e-96,3.8952108070529466e-98,4.775099855638989e-96,1.0267960306806466e-101,8.158560468189191e-101,6.620629079887154e-102,1.5059679208212003e-98,1.5287496154441093e-103,3.034295575362542e-99,8.696256787803666e-100,2.7044616242832344e-102,4.957162967371955e-99,2.1461948052842634e-104,2.0866454602917302e-101,3.5616202256103984e-100,3.851263340056249e-96,6.003259678171737e-92,1.725907836463205e-100,1.3091808572607912e-100,1.0016052616042664e-97,9.258616898708328e-95,4.928744074065984e-96,6.984710015894331e-95,4.856525980917792e-97,1.3434458528449423e-95,1.4904504737767782e-95,5.851984956600865e-90
44,"Meyti Eka Apriyani ST., MT.",1239,ANALISIS PENGARUH MAC MEDIUM ACCESS CONTROL TERHADAP THROUGHPUT PADA WIRELESS LOCAL AREA NETWORK IEEE 80211 b OVER FIBER,1.0467622662648666e-42,1.0499385556062586e-45,1.37733133093993e-44,1.7657397448338317e-45,1.1240780129094073e-45,1.0864155686019253e-44,1.3387829599711742e-44,6.842103099385918e-46,2.824415348552916e-44,1.3370422149097276e-45,1.835834542984428e-44,2.719909725680719e-44,2.9334256997069175e-43,5.736960653311151e-42,1.312629899401811e-43,5.524907713604627e-41,8.950887148524978e-42,1.3450418546497416e-44,2.460249487425239e-44,1.207733596774204e-44,2.767866382684156e-45,4.0766006893654447e-44,5.558818202127436e-46,7.914648218295512e-45,2.6240619381324215e-43,2.951883119712794e-46,1.8869560599107726e-45,1.7360986099731263e-44,2.606764286507323e-45,6.027421354646224e-46,6.732028021905575e-45,1.0834284900490671e-44,2.6495919128744903e-44,4.388516298995294e-43,1.6064209805869975e-44,1.607665910540188e-46,3.1128945095119103e-45,8.541979577229294e-46
45,Milyun Ni'ma Shoumi,1240,Implementasi case-based-reasoning pada deteksi estrus sapi perah menggunakan sorensen coefficient,2.2095641492504788e-17,3.721959204440563e-16,4.956352656085147e-17,4.573198909246033e-15,5.623700491804039e-15,3.971064872269255e-16,3.790213574342853e-16,4.090061811103872e-17,7.761921827504028e-16,1.2045543584388447e-17,1.167889823844721e-15,1.1754797369430004e-16,9.505790061946795e-17,6.623658669345598e-17,5.977528028140138e-17,5.279117365736734e-17,4.832093205043346e-16,5.240075194187688e-17,3.3134685524408093e-16,2.654753954281255e-16,1.356904214271918e-16,1.3904516291108585e-15,1.7587571400144515e-13,1.0754263993564304e-15,2.362670077572574e-13,1.0446927655149672e-17,2.4167220343426245e-16,8.155845990588102e-17,1.1684140180618077e-16,9.808302674560111e-16,3.132035320763123e-17,4.2675108036432266e-17,1.9059498220456483e-17,5.861378302646839e-17,5.139665952922355e-17,1.1949297211262643e-17,3.50859226404025e-17,9.169669030768077e-17
45,Milyun Ni'ma Shoumi,1241,Pengembangan Aplikasi Dan Pelatihan Sistem Informasi TPQ Madinah Ma’arif 10 An-Nur Kota Malang,2.276212753496776e-103,6.433530892540566e-100,1.0561738406181184e-101,5.465055656164931e-99,4.868203379806979e-100,9.978657388203457e-100,2.1117257962085997e-99,2.9681665838970166e-102,6.877872467305704e-92,1.867387063163207e-98,6.8454472196358674e-99,4.6149176564563944e-97,7.844046559217787e-101,2.707201290719053e-97,2.394842977177126e-103,1.0722931039881154e-101,1.8315495763396198e-97,1.39647923052614e-97,9.797102026936526e-106,8.257466360181421e-102,1.4980982100964814e-100,1.5479701814432202e-102,2.448815160740826e-98,2.1461948052842634e-104,2.19807340437344e-102,3.448044987271023e-97,1.0731807680723738e-97,9.450766284121907e-90,3.6342122489001106e-101,6.523677977756027e-100,3.599516710593405e-99,3.5481096794492856e-100,1.518217708271876e-98,1.5167816673860986e-96,4.884343039031268e-90,4.895952065474817e-95,1.8817834918118123e-92,3.897669901861367e-95
45,Milyun Ni'ma Shoumi,1242,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,2.7338952244913326e-78,1.6043733766737165e-72,1.226873431720775e-74,1.0260744133819318e-76,1.1955636874589658e-77,7.388554856196392e-78,1.0199193103034937e-77,2.8945551228000606e-78,5.670130661937412e-78,2.971577114965382e-74,3.9683825849472146e-75,5.932042444565544e-76,9.859480422141821e-76,1.4268175783207706e-73,7.213329725482673e-78,1.2555932160009174e-74,3.691993366695949e-76,1.9067849780095842e-75,4.1635058664562095e-79,2.0090895323004995e-74,8.215822329390841e-75,9.451832273981033e-75,2.6835141812962447e-75,3.585272556692616e-75,5.00994788522022e-75,2.26368523391871e-77,1.059883018515186e-79,4.0243314986929577e-78,2.978724877484245e-76,1.9869738248287443e-76,1.5418118784217646e-78,2.01941616325766e-77,2.691937313843416e-77,4.1494414762813476e-76,7.928570846893767e-69,8.416160285591985e-73,6.940864394919102e-69,1.2519816103310469e-71
45,Milyun Ni'ma Shoumi,1243,PEMETAAN DENGAN QGIS DAN PERHITUNGAN KORELASI FAKTOR YANG MEMPENGARUHI HASIL PRODUKSI PERTANIAN DENGAN PEARSON CORRELATION,3.5429948221164574e-65,8.039917296645802e-68,3.186321233214597e-65,2.794082008456117e-67,7.557300355119043e-68,3.815539812465085e-65,6.58711552880802e-67,1.7897172376375717e-67,4.694863702977401e-67,9.988669311536718e-69,8.704680311405435e-67,2.400810061891521e-66,2.3463944897285804e-65,4.752309632626031e-66,4.827709179299971e-68,5.601887193285514e-67,2.6469038792520447e-66,2.130804065097346e-67,7.027878634954085e-66,1.5757658724057572e-67,4.579952791043429e-66,1.5434172889189493e-65,4.9011270796299905e-65,4.502482108067411e-67,4.6178998924725925e-65,5.397446808213815e-67,9.149831654604696e-67,1.0171678020374834e-62,8.46214601991789e-67,5.313353758413877e-64,1.5241588349768927e-66,4.875371433329724e-66,6.722658486341551e-66,5.745758705793724e-64,1.5336444340272859e-66,7.273757552552647e-68,1.0696084301877701e-63,3.8855790830417e-68
45,Milyun Ni'ma Shoumi,1244,ANALISIS RESIKO KANKER PAYUDARA BREAST CANCER MENGGUNAKAN FUZZY INFERENCE SYSTEM FIS MODEL MAMDANI,3.880709086002373e-65,1.5263966363449266e-64,1.790304097389821e-66,8.430095259518771e-62,2.5024517239154984e-60,1.0464193076765345e-64,8.130055120086626e-62,8.37344058603054e-65,4.1930902469563213e-63,7.430082589245527e-66,7.676425311482923e-66,5.3103788062413304e-67,5.876601099509546e-64,4.795604711212813e-64,7.11742933981995e-66,1.1903522121845834e-64,1.3763998050493396e-63,5.576013154226809e-67,1.8459227223899843e-66,1.8282591492056206e-65,7.419480882374037e-66,2.6611253275852655e-61,1.4420361906476413e-66,2.575058197991606e-66,1.6003487948182772e-66,3.97223294402974e-66,1.5599954992051114e-64,2.2275828379204666e-65,1.1368993337872004e-65,1.7761089130117925e-66,7.528517230981064e-60,4.932776729047887e-63,1.2137763954688537e-62,5.2245460833222945e-64,1.2849460454107133e-66,2.3433615975165607e-67,3.398950852773874e-64,9.450735437656556e-67
45,Milyun Ni'ma Shoumi,1245,Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,7.479523668345091e-80,4.701489071905135e-78,6.048055171256691e-72,8.729914071024901e-77,2.4941593823170926e-76,1.49602949601394e-75,2.3490075853690136e-78,1.0821419543788924e-79,2.2124447936149276e-82,2.5400667547789097e-83,3.201923288906166e-82,1.0649463016725761e-80,1.6476809478238036e-79,3.1006660318508204e-80,3.2341118210600093e-81,1.2980101458000626e-79,7.158070569924278e-79,1.0391220096525767e-79,6.66383343636216e-79,1.4498358049155608e-79,1.740302252655593e-78,1.5624052424446964e-77,1.5290343754379865e-78,4.793788107161368e-78,4.480486185415793e-78,7.650964363045811e-82,1.844499196075375e-77,1.9070133817486273e-75,3.9969895876298285e-81,1.7692203152958523e-77,2.829268437074724e-67,4.610674118884641e-79,1.142289306204791e-75,1.7236607921292066e-79,4.585240301195665e-79,1.0317508312958056e-82,8.645485296099608e-79,6.208897981632247e-79
45,Milyun Ni'ma Shoumi,1246,PENGEMBANGAN SISTEM INFORMASI PEMESANAN JASA TOUR & TRAVEL DI CV CAHAYA TRAVEL BERBASIS WEBSITE,9.236935566376878e-67,2.2548198162223474e-64,3.161888380258437e-68,1.1334897937665044e-64,1.1521453410800069e-65,1.5130996051138865e-66,8.84299418534591e-67,6.8474182828244426e-65,4.5385784509932035e-66,4.8593195477311723e-63,1.8855664314194275e-65,1.4175275396896601e-62,5.115846203794675e-66,3.0210976259074715e-66,7.386122330725569e-67,1.845918871584117e-64,1.2897192571851303e-66,4.481122204810046e-64,4.676575396853306e-68,5.062673408458536e-67,1.366768522984772e-66,1.627467368144659e-67,1.2765358791556284e-66,5.963793946974958e-68,1.0066539217966204e-66,4.133707972702139e-66,4.670474166501067e-65,2.7041657097583915e-62,4.539031524764603e-65,5.2337533279140114e-65,1.4128511805813248e-67,4.611321264297879e-62,8.58499488140458e-56,1.059022137064014e-62,8.152530086550832e-66,7.61990435768583e-61,2.0272944244431787e-61,4.138311069677755e-64
45,Milyun Ni'ma Shoumi,1247,Implementasi Case Based Reasoning Pada Sistem Pakar Deteksi Ketepatan Estrus Sapi Perah Menggunakan Sorensen Coefficient,3.2836047891456914e-53,1.789899529664337e-52,3.763452640725253e-52,1.0382996211929648e-50,5.543072523697079e-43,1.2864285043772025e-50,1.9074401200717703e-52,4.375770636959012e-53,2.1694556077352556e-52,5.516873015029087e-53,1.5227154879086483e-51,4.415112623499026e-53,7.331018634699593e-52,2.1052408889573974e-53,1.9128388863103985e-53,1.8224623382699144e-52,2.0314943454720083e-52,1.0822327552847903e-53,7.035354217128812e-53,5.485459223097968e-53,7.296438747562703e-53,8.531531810214441e-52,7.066064485108765e-50,3.870144696959333e-52,1.0164845923582236e-49,2.3863700186522346e-54,3.948403060831296e-53,6.64835157136649e-52,1.3282004914312396e-50,4.215571730644095e-52,1.991801232018868e-54,1.0273985603650891e-53,2.5465741172556646e-53,3.698720753651702e-52,1.0672386630114028e-53,8.818384963653734e-53,2.329391551155313e-52,1.559526591804071e-52
45,Milyun Ni'ma Shoumi,1248,Sistem Informasi Manajemen Peternakan Burung Puyuh Independen Farm di Kota Malang,7.089769890560023e-31,1.6718393233391977e-31,5.62341206479715e-32,2.475276339540097e-30,1.9521150808505024e-31,2.4372459476387033e-30,4.3147042738373634e-30,3.0151578516860618e-30,1.7996416491655524e-27,2.107034840897025e-31,7.876058234909968e-29,1.9777213805089545e-30,9.441752031099361e-27,3.5896160430149403e-29,1.5086355227040388e-31,1.0117694307183342e-30,7.923996081695284e-32,6.94048926731487e-31,2.1731584884847621e-32,8.505500443172434e-32,4.214770106923968e-31,2.6524130762218e-31,2.0109153152799507e-31,1.6572045629038001e-31,1.5293506604593347e-31,7.113782401574342e-30,4.058397865514583e-28,1.2880770988364401e-26,5.518858517970943e-31,2.122396411877927e-31,1.5972195523928996e-29,1.4681678873258405e-29,5.870516873000596e-30,1.2452551653872051e-30,7.888002765468217e-30,3.0143648589096604e-32,5.825322951694351e-31,4.7902169200440284e-30
45,Milyun Ni'ma Shoumi,1249,Deteksi Tempat Kosong Pada Lahan Parkir Mobil Menggunakan Metode Vehicle Detection dan Edge Detection,4.1216697112803995e-35,8.985849381737164e-34,6.886191499370027e-34,1.831086952088646e-33,8.353585704514744e-33,7.399701290311041e-34,9.360871884754334e-34,3.157725485588005e-34,4.784450317714992e-35,6.878571753673657e-36,5.8086449164565544e-33,1.631486277540741e-33,1.8264593710151115e-33,1.0097601683561023e-33,6.967002481746707e-35,2.0894918343944904e-33,5.968352870200279e-34,2.384519606970807e-34,3.8084231532167746e-34,1.0421201141066616e-33,1.365607941959843e-33,3.0504061596514672e-33,8.920974065388798e-33,2.8800763682937003e-33,8.23777957497529e-30,1.558194803141146e-35,1.7896395886743456e-34,1.1795322302196218e-32,1.4468129456373757e-34,8.282919188637132e-34,7.912837316002989e-34,7.644705293358476e-35,3.5759564740878606e-35,1.1187243174163442e-34,3.583790888386611e-35,5.042447017606161e-35,1.1597577109401708e-34,1.9410269025888053e-34
45,Milyun Ni'ma Shoumi,1250,Sistem Absensi Karyawan Secara Realtime Berbasis Fingerprint Menggunakan Metode Rapid Application Development,6.92616386015903e-72,2.002452902806313e-71,4.3491424524722586e-73,5.123065517067012e-71,5.148894499654678e-70,1.8306152106599066e-72,3.8982948420256003e-72,3.897222782740297e-71,1.4449600609232012e-73,2.1505654224139414e-72,1.4653994588259877e-69,1.6653022920763165e-71,9.87604295969051e-71,7.361737466077284e-71,1.575214742489392e-73,4.6147217036932885e-70,1.3333155549599468e-70,4.203859392817273e-71,4.3978745240764683e-73,1.2292982805438378e-70,1.4540571581569873e-70,1.2539555173778853e-72,2.5768692444722896e-72,1.0493375637237163e-72,2.9083040221549313e-72,7.614477142551559e-71,1.7174998884061494e-73,4.0919692976844e-71,5.973411255001967e-72,1.4081093905560366e-71,1.0120527060247484e-67,1.376196371766174e-68,9.984830252075098e-73,3.637768423257316e-71,2.1018187933640835e-73,7.006813166912455e-73,2.0487609595364334e-72,3.517968057710785e-69
46,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1251,Rancang Bangun Sistem Informasi Akuntansi Berbasis Website menggunakan Framework Laravel,8.278115989849223e-102,1.085751983838954e-98,1.0572761866274724e-106,1.2089431627706957e-95,7.257924307987127e-100,1.5951302877115457e-104,4.510451265602625e-102,6.9635027958048466e-102,2.6243970183232136e-96,4.495276206425213e-94,7.098286101788756e-94,2.904641502228167e-91,8.160394600824146e-98,2.4819853048814858e-96,3.616168535304026e-102,5.3519427219113266e-101,2.4370941194419266e-100,2.0254006282881115e-93,1.0063857541150982e-103,3.432166378978972e-99,5.04805903977089e-99,9.98581276091634e-104,8.649192941473741e-102,2.1461948052842634e-104,1.980866184128739e-100,3.026451122590716e-98,6.0845954302657046e-89,1.7289107152310032e-96,1.3328418456010704e-100,7.358771130894554e-100,2.4791628747385576e-98,1.2835589342889589e-85,2.894911669772188e-86,3.7993283415024482e-93,5.68496008648021e-97,4.253440306939337e-88,1.86723269093446e-90,2.9596665791744604e-93
46,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1252,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,1.1224468861192454e-179,3.1401997456998005e-182,5.738142545790068e-183,1.2967465652334287e-179,1.4745037571360878e-182,8.415136060798456e-185,9.402704877745772e-173,1.4015977502134098e-182,1.8748555498441066e-166,8.099457787362622e-174,1.0947423925539831e-178,1.215808698990734e-171,2.014873776870521e-180,2.146611715584873e-182,2.598354063812889e-182,4.722065357542474e-174,5.740811642358752e-172,1.3168423974589887e-174,3.172368189360592e-183,1.0096418756641544e-162,5.758236308035002e-172,2.6597521167158896e-171,5.20420516792737e-171,3.380986530663498e-172,1.214603393076752e-171,4.865448282732497e-172,1.5020777936913433e-180,1.411378099577665e-170,1.3509014793882059e-179,4.8908668836204335e-177,4.842176516695741e-182,2.3358975672965662e-178,4.780656013867894e-179,1.3958386338924824e-171,1.665288286413026e-165,2.515769976446508e-174,5.261028324407777e-164,2.7400019403096104e-179
46,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1253,Identifikasi Kualitas Terung Ungu berdasarkan Warna dan Tekstur menggunakan metode Jaringan Saraf Tiruan,2.4494372505193896e-74,3.5122133405508714e-73,1.658539388399695e-71,3.970413057254475e-72,4.0901593799821786e-70,4.635223200761014e-71,3.5095254065176036e-72,4.858937065480609e-74,2.1570611853526044e-74,2.401279454131853e-75,5.065303587961338e-75,2.3271085557222024e-72,4.1831555864643156e-72,5.03283694919038e-72,5.12059379993607e-72,4.257934984250782e-71,1.9670060249005968e-66,1.2817789894874421e-71,8.449851341281252e-64,3.9895554824253445e-73,1.1128856756680629e-69,1.916886820655666e-68,1.0015785685576031e-66,2.9288056851192468e-67,2.0727276154161176e-66,1.6291697578801955e-74,2.066042691057883e-73,9.914788694830537e-72,6.592361691842128e-73,1.3289802209898152e-69,5.006224776397079e-72,1.4638125308154885e-74,2.4619258655157277e-69,4.15059021786909e-71,4.663167619239552e-73,2.0542254244903803e-75,7.481414531276899e-67,1.6523222994734475e-68
46,"Moch. Zawaruddin Abdullah, S.ST., M.Kom",1254,Penerapan Metode TF-IDF untuk Chatbot pada Sistem Informasi Pelayanan Percetakan Online,1.1257213573999818e-45,2.76859379989062e-42,2.3926842452519726e-43,1.587881096876999e-41,2.3776691841936004e-43,2.7384026480887963e-44,4.641229885729516e-42,2.5461450481331007e-42,1.358795550339415e-44,6.111708975740864e-45,7.750260012722433e-45,2.8353134003553853e-44,3.6264888629858157e-44,5.817623907506439e-44,1.6163632033772144e-45,9.096388867041067e-45,1.3894330298549688e-44,2.3575865516404355e-44,9.458165681155241e-45,1.27176955100796e-41,2.4659855444322097e-43,1.1694596108908063e-43,1.1295273251610432e-43,1.4996779714905054e-43,2.3550830830506645e-44,7.89583080251479e-44,1.844989689204894e-40,1.9538923591440692e-43,1.7238586526119095e-44,1.7226334281361169e-43,3.294826242587882e-43,1.0798678222948048e-41,4.7228916827527835e-40,6.998603884824708e-43,5.423568093856608e-46,3.2280569671807394e-46,5.3393476340356423e-45,8.967984817600591e-45
