5,"Annisa Taufika Firdausi, ST., MT.",64,SISTEM INFORMASI PERAMALAN PENJUALAN KAYU UNTUK MEBEL DENGAN METODE TREND MOMENT di UD MAULANA JATI JEPARA,Information System,Penerapan Sistem Peramalan,8.20857714902731e-39,0
5,"Annisa Taufika Firdausi, ST., MT.",65,SISTEM PAKAR DIAGNOSA PENYAKIT AYAM PULLET MENGGUNAKAN METODE DEMPSTER SHAFER,Sistem Cerdas,Penerapan Sistem Pakar,7.88451329449016e-35,0
5,"Annisa Taufika Firdausi, ST., MT.",66,SISTEM PAKAR DIAGNOSIS PENYAKIT SAPI MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,Sistem Cerdas,Penerapan Sistem Pakar,2.03573841959268e-40,0
5,"Annisa Taufika Firdausi, ST., MT.",67,Pengembangan Sistem Pendukung Keputusan Pengolahan Pelanggaran Santri Menggunakan metode fuzzy AHP studi kasus pondok pesantren nurul islam antirogo sumbersari jember,Information System,Penerapan Sistem Pendukung Keputusan,2.328866406394625e-85,0
5,"Annisa Taufika Firdausi, ST., MT.",68,IMPLEMENTASI METODE FUZZY DAN FSM PADA GAME LEGEND OF DAMARWULAN,Sistem Cerdas,Penerapan Kecerdasan Buatan,3.979289103064834e-29,0
5,"Annisa Taufika Firdausi, ST., MT.",69,PREDIKSI STOK PERTAMAX SPBU SINGOSARI MALANG MENGGUNAKAN METODE LEAST SQUARE,Information System,Penerapan Sistem Peramalan,2.623594911989412e-38,0
5,"Annisa Taufika Firdausi, ST., MT.",70,PENGEMBANGAN GAME RPG EDUKATIF TOKOH PANGERAN DIPONEGORO DENGAN ALGORITMA PATHFINDING A* DAN LINEAR CONGRUENTIAL METHOD BERBASIS ANDROID,Multimedia dan Game,Pengembangan Game,2.049159003688068e-83,0
5,"Annisa Taufika Firdausi, ST., MT.",71,Implementasi Backward Chaining Untuk Diagnosis Low Soft Handover Success Rate Pada Jaringan Wideband Code Division Multiple Access WCDMA,Sistem Cerdas,Penerapan Sistem Pakar,3.511690465647062e-31,0
5,"Annisa Taufika Firdausi, ST., MT.",72,Aktivitas Repelan Minyak Atsiri Daun Jeruk Pontianak Citrus Nobilis Lour Terhadap Nyamuk Aedes Aegypti L Dengan Metode Whopes,Computer Vision,Penerapan Transformasi Citra,1.1148374638433394e-24,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",73,Penerapan Algoritma Fisher-Yates pada Pengacakan Soal Game Aritmatika,Sistem Cerdas,Penerapan Kecerdasan Buatan,2.7398470500813957e-47,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",74,Pemrogaman Spreadsheet Untuk Pemodelan Kontrol Rangkaian Elektronika,Multimedia dan Game,Multimedia,3.1524028012052277e-27,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",75,Penyusunan Strategi Pembelajaran Participatory Learning and Action untuk Meningkatkan Peran Mahasiswa Teknik Elektronika sebagai Agen Energi Photovoltaic,Multimedia dan Game,Multimedia,3.5094135031342e-42,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",76,IDENTIFIKASI KUALITAS DAUN BAYAM DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX GLCM DAN YUV COLOR MOMENTS,Computer Vision,Penerapan Transformasi Citra,4.0771346020408695e-49,0
6,"Anugrah Nur Rahmanto, S.Sn., M.Ds.",77,evaluasi dan perancangan user interface dan user experience menggunakan metode heuristic evaluation dan human centered design pada website kabupaten jembrana,Information System,Penerapan Bisnis Elektronik Sistem Informasi,4.168132795477437e-64,0
